1,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
2,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
3,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
4,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
5,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
6,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
7,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
8,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
9,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
10,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
11,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
12,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
13,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
14,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
15,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
16,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
17,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
18,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
19,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
20,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
21,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
22,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
23,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
24,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
25,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
26,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
27,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
28,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
29,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
30,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
31,1,2009,6,2,4.55834838709677e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
1,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
2,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
3,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
4,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
5,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
6,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
7,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
8,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
9,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
10,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
11,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
12,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
13,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
14,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
15,2,2009,6,2,2.893825e-05,0.99,0,1,4,0,0,0,1,4,0,0,0,
